Id,Name,6/1/2022 11:14,6/2/2022 11:01,6/3/2022 10:47,6/4/2022 10:44,6/5/2022 10:58,6/6/2022 10:57,6/7/2022 10:53,6/8/2022 10:52,6/9/2022 10:54,6/10/2022 11:02,6/11/2022 10:53,6/12/2022 11:06,6/13/2022 11:07,6/14/2022 11:09,6/15/2022 11:02,6/16/2022 10:56,6/17/2022 10:59,6/18/2022 10:59,6/19/2022 11:06,6/20/2022 10:59,6/21/2022 11:00,6/22/2022 11:10,6/23/2022 10:59,6/24/2022 11:02,6/25/2022 11:06,6/26/2022 11:11,6/27/2022 11:05,6/28/2022 11:03,6/29/2022 11:07,6/30/2022 11:07,7/1/2022 11:22,7/2/2022 11:03,7/3/2022 11:09,7/4/2022 11:15,7/5/2022 11:07,7/6/2022 11:23,7/7/2022 11:13,7/8/2022 11:09,7/9/2022 10:58,7/10/2022 11:20,7/11/2022 11:06,7/12/2022 11:20,7/13/2022 11:06,7/14/2022 11:21,7/15/2022 11:24,7/16/2022 11:06,7/17/2022 11:12,7/18/2022 11:10,7/19/2022 11:23,7/20/2022 11:07,7/21/2022 11:09,7/22/2022 11:11,7/23/2022 11:10,7/24/2022 11:14,7/25/2022 11:09,7/26/2022 11:22,7/27/2022 11:14,7/28/2022 11:07,7/29/2022 11:20,7/30/2022 11:07,7/31/2022 11:24,8/1/2022 11:21,8/2/2022 11:26,8/3/2022 11:08,8/4/2022 11:03,8/5/2022 11:04,8/6/2022 11:02,8/7/2022 11:11,8/8/2022 11:02,8/9/2022 11:13,8/10/2022 10:53,8/11/2022 10:56,8/12/2022 11:01,8/13/2022 10:56,8/14/2022 11:13,8/15/2022 11:20,8/16/2022 11:14,8/17/2022 11:26,8/18/2022 11:25,8/19/2022 11:14,8/20/2022 11:12,8/21/2022 11:08,8/22/2022 11:11,8/23/2022 11:23,8/24/2022 11:15,8/25/2022 11:23,8/26/2022 11:30,8/27/2022 11:25,8/28/2022 11:32,8/29/2022 11:30,8/30/2022 11:35,8/31/2022 11:40,9/1/2022 11:17,9/2/2022 11:26,9/3/2022 11:30,9/4/2022 11:24,9/5/2022 11:29,9/6/2022 11:34
10030737,Antec NeoECO ZEN 700W 80PLUS GOLD 프리볼트,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,101490.0,102500.0,101490.0,101490.0,,101500.0,101500.0,101500.0,100170.0,101490.0,101500.0,101500.0,101500.0,101500.0,101490.0,101490.0,101490.0,101500.0,101500.0,101500.0,101500.0,101500.0,101490.0,101490.0,101500.0,101500.0,101500.0,101500.0,101500.0,101490.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,102500.0,101500.0,101500.0
10920675,Antec SIGNATURE 1000W TITANIUM,409000.0,409000.0,409000.0,413550.0,418890.0,418890.0,419000.0,419000.0,419000.0,418000.0,418890.0,418000.0,417000.0,,419000.0,418000.0,409000.0,408990.0,408500.0,408500.0,408500.0,408500.0,408500.0,408500.0,408500.0,408500.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,409000.0,,409000.0,418900.0,418900.0,418900.0,418900.0,418900.0,418900.0,418900.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,435000.0,435000.0,435000.0,435000.0,435000.0,,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,419000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,433990.0,434000.0
10920798,Antec SIGNATURE 1300W PLATINUM,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,419000.0,418000.0,418890.0,418000.0,418000.0,,419000.0,418000.0,419000.0,418890.0,415000.0,415000.0,415000.0,415000.0,415000.0,415000.0,415000.0,415000.0,418000.0,418000.0,418000.0,418000.0,417980.0,417990.0,417990.0,418000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,419000.0,435000.0,435000.0,,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,435000.0,433990.0,434000.0
6407565,Antec VP500P PLUS 80PLUS Standard 230V EU,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,44800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,45800.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
6407587,Antec VP600P PLUS 80PLUS Standard 230V EU,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,55600.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0,63300.0
10714791,Antec VP700P PLUS 80PLUS Standard 230V EU,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,69800.0,80750.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,79050.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0
6531482,BABEL BM-500VP Double Forward V2.31 Silverbel Series 벌크,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,,,,,,,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,,,,,,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0,34000.0
6763879,BABEL BM-600VP Double Forward V2.31 Silverbel Series,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,36410.0,38880.0,38880.0,38880.0,38880.0
15444635,BABEL BM-600VP PFC Double Forward Silverbel Series,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,,,,,,,,,,,,,,,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,,37200.0,37200.0,37200.0,37200.0,37200.0,,,,,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0,37200.0
12223073,BABEL BM-700VP-F 700W 80Plus Bronze Blackbel Series,58800.0,,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,,58800.0,,,,,,,,,,,,,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,,,,,,,,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,,,,,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,58390.0,,,,,,
