4444,graphics,blender,11876443,11092035,12067598,11541857;11541857,6216861,0,13562714,16080281,0,0
3993,work,default,14409386,0,13243136,11541857,5353201,0,4595348,6400768,0,14163620
132,work,default,11876290,0,12092663,5937666;5937666,15779807,0,6249368,8043859,0,0
4090,work,default,16101326,0,16314473,11541857;11541857,6216861,0,14315180,15738857,0,0
3816,work,default,14409386,0,13628021,11020071,12400607,0,5791864,10165092,0,0
4081,work,default,14409386,0,13243136,11541857,5353201,0,13190384,6400768,0,0
4074,game,2,14927675,0,6449535,11787049;11787049,15779807,0,13161353,15680705,0,0
3736,work,default,16101326,0,16103219,11541857,14677028,0,7136788,8432697,15605054,0
4071,work,default,16140809,14776451,16314473,11790199;11790199,10174248,0,13562714,8043859,0,0
4523,work,default,14927675,0,11572991,11790199,11247363,1706996,5791861,4280864,0,0
4041,game,3,16101353,13470908,16314473,11541857;11541857,14677028,7691845,7136755,15738686,0,0
3695,game,3,11489973,12518744,11370792,5937666;5937666,5705299,0,5791861,11553416,0,0
3299,work,default,11308551,0,13628021,5937666,4027461,0,4595334,4033315,0,0
4072,game,3,16101353,15108326,16103102,12702392,15046910,6545078,13161353,9376470,14909732,9642240;11788729
4573,game,3,16101353,9790371,17420711,13472621;13472621,6216861,0,13161353,13381619,12447437,0
3963,work,default,16101353,6187032,16089002,11790199,14677133,1706996,13562714,11884207,0,0
3290,game,1,11308551,0,13628021,11790199,15779807,0,14315180,8043859,0,0
4258,game,2,14927675,0,6449535,11787049;11787049,15779807,0,13161353,10905744,0,0
3841,work,default,15594263,0,16278929,11541857;11541857,13934357,0,7136788,13735088,15605054,0
4052,video,movavi,14927675,0,6449535,11541857,15779807,0,13161353,15680264,0,0
4023,graphics,cad,15594263,14453744,16357988,11790199;11790199,13934357,0,13161338,11884168,14110475,0
4102,game,1,14927675,0,13240664,11541857;11541857,12364757,0,13161353,13381634,13342367,0
4245,game,2,13753334,14479664,13804151,9593730,12400607,0,13562693,12576551,0,0
4677,work,default,11308551,0,11408364,16209566,16142261,0,6249368,6400768,13051598,0
4679,work,default,14927675,0,11572991,5937666;5937666,11247363,13522751,7136755,4280864,0,0
3885,game,3,12625265,13470908,11571368,11576381,14763332,0,13562693,9376470,0,0
2958,game,2,13753334,11602802,13628021,9390954;9390954,6216861,0,14315180,12013670,0,0
3968,game,4,12625265,14446823,9480156,11541857;11541857,9747681,13522751,13562714,11884207,12398060,0
3960,graphics,autodesk maya,15594701,14682743,15601217,11028636,9515844,7691845,13161338,12576551,11814874,0
3898,16388927;16388927,default,15594887,16207859,15612338,13119518;13119518,9564369,1706996,13161338,13933289,10467378,0
3919,game,4,15594638,14461889,15618923,11790199;11790199,12487301,0,13562714,11884168,7639102,0
4343,game,3,12625265,14453744,11571368,11576381,14763332,0,7136755,10596732,0,0
3802,video,adobe aftereffect,13753673,13470908,13418717,5941995;5941995;5941995;5941995,12487301,13590608,13562714,10423167,0,0
4304,game,4,16101464,14741900,16089002,11790199,14487248,0,13161353,11884207,14110475,0
4284,game,3,16101353,13654145,16084070,11541857;11541857,14763332,0,13161353,13381619,0,10480068
3686,work,default,16101326,0,16125881,11790199,13934357,0,10120452,13381619,0,0
4267,game,2,14927675,0,12074945,11541857;11541857,15779807,0,11013789,15738686,0,0
4322,game,3,16101353,15883877,16084070,11541857;11541857,4027461,0,5791864,13381619,12447437,0
4065,game,4,16101353,14461889,16103219,13943138,9747732,0,13562714,11884207,14110475,0
4264,game,5,15594638,14398094,16103087,11790199;11790199,9747777,0,5734544,13029410,8688464,0
4684,game,4,16101353,14461811,16089554,11541857;11541857,13934516,7691845,13161338,11884207,14494754,0
4301,game,3,15594638,15435041,16083650,10294017;10294017,12400646,0,13161353,16144583,14110475,0
3751,work,default,11308551,0,14836523,11787091,15779807,0,6249368,8043859,0,0
3623,work,default,14927675,0,11578325,11790199,14763332,0,10120452,13381619,12398060,0
3495,design,adobe photoshop,14927675,0,12130286,11541857;11541857,10174137,0,10120452,8043859,0,0
3552,work,default,11308551,0,13628021,11541857;11541857,6216861,0,10120452,12192788,0,0
4547,design,adobe illustrator,11489973,0,13628021,10294017;10294017,14763332,0,14019083,16395941,16208849,0
4624,game,3,12625265,15314987,11578097,13943096,13934357,0,13161353,16144583,12447437,0
4650,game,4,12625265,12822224,11571368,11576381,14763332,0,7136755,10423167,13342367,0
4195,work,default,12335819,0,11408364,8607056,16142261,0,6249368,12192788,13831010,0
4615,game,4,12625265,14729381,11571368,11790199;11790199,9747681,13522751,13190519,13933289,16862534,0
4273,work,default,16101353,11602802,16314473,11541857;11541857,14763332,6545078,13562693,15738857,0,0
4483,game,2,16740791,16011314,12067598,12775160,7834054,0,6482959,5695054,0,0
3912,design,adobe photoshop,12625265,16224779,11578325,11790199;11790199,14677028,0,13161353,13517816,15455075,0
4735,game,4,16101464,14430260,16425410,15759071;15759071,14319440,0,16587443,15063971,16777664,0
4010,design,adobe photoshop,14927675,0,11574458,11541857;11541857,5353201,0,13161353,10423167,0,0
3546,work,default,16233539,0,16103330,6925651,4852063,0,9931161,9677280,0,0
3854,work,default,14927759,0,11578097,11790199;11790199,12573593,5173062,4800767,10596732,0,0
4633,game,4,12625265,14719643,11578325,11379687,15046403,0,13161338,11884168,14705225,0
4265,work,default,16140809,0,16103327,15860627,14763332,0,5791864,12013670,0,0
4509,4509,4509,11480307,0,17420711,15446396,11292753,0,15623981,12686750,0,0
4184,game,3,16101353,16047968,16252274,5937666;5937666,14763332,0,13161353,16144583,14110475,0
4700,game,5,16101464,16168556,16100000,13885493,5282204,0,13161338,11884168,8688464,0
3973,graphics,cad,13619897,0,15758414,5941995,3420611,6545078,6249359,15309809,0,0
4605,work,default,11405337,0,11408364,16209566,16142261,0,6249368,6400768,1206389,0
4033,design,adobe photoshop,16101353,16295945,16314473,11541857;11541857,13934357,0,7136788,12013670,0,0
4503,game,2,11876290,0,7096525,13472621;13472621,6216861,0,6249368,13381634,0,0
4045,graphics,cad,13619846,0,13681838,11790199,3420611,0,6249368,15309809,0,0
4268,design,clip studio,16101353,6038686,16314473,11541857;11541857,6216861,6545078,13562693,10289943,0,0
4354,video,adobe premier pro,11876290,0,13240664,16209566;16209566,15779807,0,13562693,13381619,0,0
4637,video,vegas pro,16101464,14719271,16357988,11790199;11790199,13934357,0,13562714,15808484,15674840,0
3930,design,adobe photoshop,13619846,0,13506266,11541857,14763332,0,13161353,13446017,15605054,0
4139,graphics,cad,14927675,0,6978166,11541857;11541857,14677133,13522751,13161353,4872486,0,0
4472,work,default,11876443,0,12067598,11790199,11318235,0,13161338,13381634,0,0
4453,work,default,11489973,14479664,13423823,11790199,10174137,0,14315180,14928878,0,0
4734,work,default,16101326,0,16103177,11541857,5353201,0,13190384,6400768,0,0
4386,broadcast,default,16101398,14406062,16089002,16388927,15046910,0,13562714,13658789,6375041,0
4574,graphics,cad,16101326,0,11578097,5937666;5937666,3420611,6545078,4091615,15309809,0,0
4652,work,default,11308551,0,13628021,11541857;11541857,4027461,0,13190519,4033315,0,0
4732,design,adobe indesign,16101398,0,16103348,11790199;11790199,14677028,0,13161353,17711627,14110475,0
4746,game,4,16101353,15555188,16083650,11541857;11541857,14677028,0,5834333,4280864,0,0
4796,game,4,16741349,14461889,15467126,13943138,9747777,0,15022826,11225553,14076317,0
4771,work,default,14000321,0,13628021,5937666,7725250,0,15796589,12551240,0,0
1556,game,2,11876290,0,12130286,11541857;11541857,6216861,0,4595348,3632383,0,0
2805,game,4,12625265,14648225,11571368,5941995;5941995,13934516,0,13161353,10596732,12447437,0
2790,graphics,houdini,12625265,17503919,12755786,11541857;11541857,13934357,0,13161353,10596732,12447437,0
1554,game,2,10176534,0,17075744,6380268;6380268,7725250,0,6249359,12686750,0,0
2123,work,default,11405337,0,13243136,5937666,6216861,0,4595348,10165092,0,0
49,game,2,10176534,0,17075744,6380268;6380268,7725250,0,6249359,6400768,0,0
2983,work,default,14927759,0,12130286,11790199;11790199,10174137,0,10120452,12192788,0,0
3408,work,default,12625265,0,11578097,11790199;11790199,14763332,0,13168247,13381634,14110475,0
2611,game,3,11489973,9790371,13830011,11541857,4027461,13522751,10120452,11339625,12447437,0
2994,game,4,12625265,14476103,13191455,11790199,14939270,0,13161338,11884207,12633692,0
2555,game,4,12625265,14446823,11571368,11541857;11541857,13934357,0,13161353,11884207,15605054,0
3288,work,default,14409386,0,13628021,11541857;11541857,6216861,0,13168247,11626910,12658235,0
79,game,1,10176534,0,17075744,10294017;10294017,5353201,0,6429569,7241245,0,0
3115,game,4,12625265,14461889,11578325,11790199;11790199,9747681,5173062,13161338,13680146,12447437,0
2808,game,5,12622091,12294263,12701975,11044452,7259851,5931378,8034664,9822780,10443903,0
3315,game,4,12625265,14523086,11574341,11790199,12487301,0,13562693,13680146,0,4412496
3480,game,3,12625265,14980700,11571272,11790199;11790199,11242917,0,13161338,8432697,12808946,0
3833,game,2,12625265,9790371,12069566,11541857;11541857,3762610,0,15796589,12135023,0,0
33,work,default,10176534,0,17075744,6380268;6380268,5353201,0,9931161,11553416,0,0
3335,design,adobe photoshop,11489973,4705488,11370792,5937666;5937666,4027461,0,4595334,10423167,0,0
2615,broadcast,default,13619990,14397899,11578097,11790199,15429467,0,13168247,14017445,0,12969830
2102,work,default,11876290,0,12067598,6380268;6380268,10174137,0,4595334,12900470,0,0
2793,game,4,12625265,14861477,12755786,5937666;5937666,12487214,0,13161353,11884168,12808946,0
3859,broadcast,default,16101464,14472533,14273075,11790199;11790199,14216270,6545078,5791864,13381619,14110475,0
2931,game,2,14927759,0,12755786,11541857;11541857,12583295,0,13562693,12223349,0,0
3120,work,default,12487424,0,13628021,5937666;5937666,6216861,0,4595348,11339625,0,0
3397,graphics,sketchUp,13619846,0,13506266,5941995,15779888,0,4595334,15309809,0,0
2881,game,4,12836186,14430260,11571368,5941995;5941995,14319440,0,13161338,11884207,14494754,0
2711,broadcast,default,12836186,14430260,11571368,5941995,12487301,0,13562714,12013670,0,0
2590,broadcast,default,12622091,14446808,11571368,11790199;11790199,12166025,0,13161353,13381634,16195031,0
3199,video,vegas pro,15594638,15314987,15604190,5941995;5941995,14724467,13522751,10120452,4280864,15605054,0
2383,work,default,13619846,0,13418717,5937666;5937666,6216861,0,13562693,12192788,0,0
4005,game,4,16101353,14461889,16314473,11541857;11541857,13934357,0,13161353,13381619,12447437,0
